frame_name,coordinates
00405.jpg,"[{'contour_0': (180, 652, 119, 68)}, {'contour_1': (955, 114, 325, 216)}]"
00406.jpg,"[{'contour_0': (244, 687, 110, 33)}, {'contour_1': (1004, 151, 276, 181)}]"
00407.jpg,"[{'contour_0': (1158, 651, 122, 28)}, {'contour_1': (37, 640, 131, 80)}, {'contour_2': (656, 249, 179, 89)}]"
00408.jpg,"[{'contour_0': (1165, 656, 115, 64)}, {'contour_1': (415, 494, 122, 61)}, {'contour_2': (652, 456, 70, 42)}, {'contour_3': (653, 250, 175, 80)}]"
00409.jpg,"[{'contour_0': (1219, 689, 61, 31)}, {'contour_1': (1044, 675, 77, 45)}, {'contour_2': (54, 651, 124, 69)}, {'contour_3': (477, 531, 110, 50)}, {'contour_4': (1062, 487, 89, 58)}, {'contour_5': (650, 255, 173, 81)}]"
00410.jpg,"[{'contour_0': (49, 640, 139, 80)}, {'contour_1': (1208, 502, 72, 43)}, {'contour_2': (646, 251, 173, 85)}]"
00411.jpg,"[{'contour_0': (745, 694, 109, 26)}, {'contour_1': (568, 652, 110, 68)}, {'contour_2': (51, 633, 138, 87)}, {'contour_3': (643, 251, 171, 83)}]"
00412.jpg,"[{'contour_0': (647, 651, 112, 69)}, {'contour_1': (643, 253, 166, 75)}]"
00413.jpg,"[{'contour_0': (705, 680, 122, 40)}, {'contour_1': (77, 649, 129, 71)}, {'contour_2': (637, 253, 167, 74)}]"
00414.jpg,"[{'contour_0': (64, 636, 150, 84)}, {'contour_1': (632, 250, 168, 81)}]"
00415.jpg,"[{'contour_0': (49, 624, 174, 96)}]"
00416.jpg,"[{'contour_0': (89, 645, 142, 75)}, {'contour_1': (627, 247, 163, 78)}]"
00417.jpg,"[{'contour_0': (623, 245, 162, 74)}]"
00418.jpg,"[{'contour_0': (996, 676, 78, 44)}, {'contour_1': (106, 651, 135, 69)}, {'contour_2': (625, 248, 156, 71)}]"
00419.jpg,"[{'contour_0': (1029, 683, 76, 37)}, {'contour_1': (61, 620, 236, 100)}, {'contour_2': (481, 531, 199, 131)}]"
00420.jpg,"[{'contour_0': (534, 564, 85, 32)}, {'contour_1': (138, 497, 196, 106)}, {'contour_2': (671, 254, 101, 64)}]"
00421.jpg,"[{'contour_0': (221, 608, 219, 112)}, {'contour_1': (609, 606, 178, 114)}, {'contour_2': (258, 530, 76, 26)}, {'contour_3': (611, 242, 157, 73)}, {'contour_4': (205, 109, 81, 42)}, {'contour_5': (1090, 57, 190, 107)}]"
00422.jpg,"[{'contour_0': (630, 242, 133, 67)}, {'contour_1': (1080, 58, 200, 109)}]"
00423.jpg,"[{'contour_0': (694, 667, 137, 53)}, {'contour_1': (606, 230, 154, 84)}, {'contour_2': (272, 146, 82, 53)}]"
00424.jpg,"[{'contour_0': (746, 699, 86, 21)}, {'contour_1': (141, 654, 131, 66)}, {'contour_2': (603, 238, 153, 73)}, {'contour_3': (305, 168, 80, 51)}]"
00425.jpg,"[{'contour_0': (468, 664, 125, 56)}, {'contour_1': (165, 653, 117, 67)}, {'contour_2': (600, 236, 151, 73)}, {'contour_3': (337, 191, 81, 51)}]"
00426.jpg,"[{'contour_0': (519, 697, 75, 23)}, {'contour_1': (598, 237, 150, 65)}, {'contour_2': (368, 212, 82, 53)}]"
00427.jpg,"[{'contour_0': (549, 651, 90, 35)}, {'contour_1': (595, 237, 149, 65)}, {'contour_2': (400, 236, 80, 49)}]"
00428.jpg,"[{'contour_0': (534, 650, 159, 70)}, {'contour_1': (438, 260, 74, 48)}]"
00429.jpg,[]
00430.jpg,[]
00431.jpg,"[{'contour_0': (525, 324, 82, 50)}]"
00432.jpg,"[{'contour_0': (557, 346, 84, 53)}, {'contour_1': (1034, 26, 102, 35)}]"
00433.jpg,"[{'contour_0': (420, 651, 80, 29)}, {'contour_1': (667, 650, 112, 65)}]"
00434.jpg,"[{'contour_0': (417, 121, 299, 164)}]"
00435.jpg,"[{'contour_0': (431, 651, 161, 69)}]"
00436.jpg,"[{'contour_0': (876, 689, 53, 31)}, {'contour_1': (477, 658, 129, 62)}]"
00437.jpg,"[{'contour_0': (1192, 129, 88, 35)}]"
00438.jpg,"[{'contour_0': (762, 479, 79, 51)}, {'contour_1': (1217, 149, 63, 35)}]"
00439.jpg,"[{'contour_0': (539, 651, 154, 69)}, {'contour_1': (795, 500, 81, 52)}]"
00440.jpg,"[{'contour_0': (575, 648, 139, 72)}, {'contour_1': (827, 523, 79, 52)}]"
00441.jpg,"[{'contour_0': (628, 676, 80, 44)}, {'contour_1': (548, 518, 125, 72)}]"
00442.jpg,"[{'contour_0': (601, 553, 72, 46)}]"
00443.jpg,[]
00444.jpg,"[{'contour_0': (701, 650, 163, 70)}]"
00445.jpg,"[{'contour_0': (121, 684, 74, 36)}, {'contour_1': (753, 659, 127, 61)}, {'contour_2': (1005, 652, 79, 39)}]"
00446.jpg,"[{'contour_0': (811, 695, 68, 25)}]"
00447.jpg,"[{'contour_0': (1069, 684, 69, 36)}]"
00448.jpg,"[{'contour_0': (1176, 43, 104, 50)}]"
00449.jpg,"[{'contour_0': (588, 494, 165, 93)}]"
00450.jpg,"[{'contour_0': (642, 530, 138, 91)}]"
00451.jpg,"[{'contour_0': (780, 642, 115, 52)}]"
00452.jpg,"[{'contour_0': (784, 652, 160, 68)}]"
00453.jpg,"[{'contour_0': (800, 651, 160, 69)}, {'contour_1': (526, 523, 153, 97)}, {'contour_2': (38, 445, 157, 103)}, {'contour_3': (1153, 87, 86, 44)}]"
00454.jpg,"[{'contour_0': (855, 673, 105, 47)}, {'contour_1': (575, 559, 79, 35)}, {'contour_2': (76, 478, 167, 101)}, {'contour_3': (1184, 113, 96, 40)}]"
00455.jpg,"[{'contour_0': (132, 513, 123, 67)}]"
00456.jpg,[]
00457.jpg,"[{'contour_0': (730, 665, 127, 55)}]"
00458.jpg,"[{'contour_0': (333, 653, 112, 67)}]"
00459.jpg,"[{'contour_0': (315, 652, 141, 68)}, {'contour_1': (1195, 33, 85, 51)}]"
00460.jpg,"[{'contour_0': (371, 688, 80, 32)}, {'contour_1': (939, 160, 167, 106)}]"
00461.jpg,[]
00462.jpg,[]
00463.jpg,"[{'contour_0': (578, 216, 93, 54)}]"
00464.jpg,"[{'contour_0': (559, 210, 158, 58)}]"
00465.jpg,[]
00466.jpg,[]
00467.jpg,"[{'contour_0': (516, 191, 216, 135)}]"
00468.jpg,[]
00469.jpg,[]
00470.jpg,[]
00471.jpg,[]
00472.jpg,[]
00473.jpg,[]
00474.jpg,[]
00475.jpg,[]
00476.jpg,[]
00477.jpg,"[{'contour_0': (153, 651, 144, 69)}]"
00478.jpg,[]
00479.jpg,[]
00480.jpg,"[{'contour_0': (179, 468, 173, 93)}, {'contour_1': (785, 254, 157, 77)}, {'contour_2': (856, 33, 118, 70)}]"
00481.jpg,"[{'contour_0': (131, 649, 169, 71)}, {'contour_1': (231, 504, 103, 58)}, {'contour_2': (805, 266, 146, 79)}, {'contour_3': (749, 6, 256, 119)}]"
00482.jpg,"[{'contour_0': (410, 651, 81, 23)}, {'contour_1': (822, 279, 148, 79)}, {'contour_2': (535, 211, 174, 80)}, {'contour_3': (917, 75, 117, 71)}]"
00483.jpg,"[{'contour_0': (424, 651, 122, 69)}, {'contour_1': (840, 293, 148, 77)}, {'contour_2': (947, 96, 118, 71)}]"
00484.jpg,"[{'contour_0': (408, 651, 56, 34)}, {'contour_1': (857, 304, 148, 78)}, {'contour_2': (978, 115, 129, 72)}]"
00485.jpg,"[{'contour_0': (591, 516, 143, 76)}, {'contour_1': (875, 317, 150, 78)}, {'contour_2': (1009, 135, 126, 73)}]"
00486.jpg,"[{'contour_0': (504, 686, 104, 34)}, {'contour_1': (146, 651, 138, 69)}, {'contour_2': (645, 552, 90, 54)}, {'contour_3': (896, 329, 150, 80)}, {'contour_4': (1041, 157, 122, 72)}]"
00487.jpg,"[{'contour_0': (15, 659, 290, 61)}, {'contour_1': (747, 636, 133, 84)}, {'contour_2': (916, 343, 151, 78)}, {'contour_3': (1075, 178, 132, 72)}]"
00488.jpg,"[{'contour_0': (766, 650, 156, 70)}, {'contour_1': (473, 506, 197, 115)}, {'contour_2': (936, 357, 153, 77)}, {'contour_3': (1109, 199, 132, 81)}]"
00489.jpg,"[{'contour_0': (817, 662, 134, 58)}, {'contour_1': (12, 652, 128, 68)}, {'contour_2': (524, 540, 113, 43)}, {'contour_3': (956, 369, 154, 79)}, {'contour_4': (1142, 220, 138, 73)}]"
00490.jpg,"[{'contour_0': (678, 650, 120, 70)}, {'contour_1': (978, 381, 152, 80)}, {'contour_2': (557, 217, 143, 66)}]"
00491.jpg,"[{'contour_0': (998, 395, 153, 80)}]"
00492.jpg,"[{'contour_0': (687, 651, 172, 69)}, {'contour_1': (1019, 410, 153, 78)}]"
00493.jpg,"[{'contour_0': (743, 681, 111, 39)}, {'contour_1': (1038, 422, 154, 78)}]"
00494.jpg,[]
00495.jpg,[]
00496.jpg,[]
00497.jpg,"[{'contour_0': (56, 685, 64, 35)}]"
00498.jpg,"[{'contour_0': (1138, 488, 142, 80)}]"
00499.jpg,"[{'contour_0': (1159, 503, 121, 79)}]"
